,State,Age Group,Peak,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,Population,LATITUDE,LONGITUDE
694,Pennsylvania,65-74,First,197.0,636.0,23.0,73.0,74.0,94.0,147.0,240.0,89.0,257.0,548.0,0.0,142.0,59.0,30.0,95.0,25.0,157.0,0.0,624.0,171.0,110.0,1544.0,20688.0,1635.0,607.0,40.0,2614.0,0.1707888904027641,628.1382308881808,621.6979705234427,12186837,364.1108039999999,-693.08712
696,Pennsylvania,75-84,First,201.0,792.0,62.0,104.0,183.0,149.0,208.0,293.0,177.0,414.0,776.0,23.0,241.0,82.0,11.0,109.0,51.0,151.0,11.0,887.0,151.0,384.0,2219.0,26557.0,2216.0,857.0,86.0,3669.0,0.4500487944111229,717.608650708103,709.884795031372,6364413,364.1108039999999,-693.08712
698,Pennsylvania,85+,First,249.0,1149.0,225.0,180.0,357.0,216.0,267.0,336.0,389.0,783.0,1029.0,45.0,447.0,126.0,0.0,219.0,69.0,246.0,30.0,1270.0,129.0,931.0,3667.0,38259.0,2967.0,1106.0,79.0,5613.0,0.7762537524104118,765.0,765.0,2989008,364.1108039999999,-693.08712
702,Rhode Island,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.004071039724076399,98.85763938390292,116.4241012366983,2816370,375.782481,-643.057821
704,Rhode Island,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.008874469535658137,269.30511965326235,264.89049416164505,1318779,375.782481,-643.057821
706,Rhode Island,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.015991271368693563,356.38987906094167,354.1569708399826,1116666,375.782481,-643.057821
708,Rhode Island,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,389.0,0.0,0.0,0.0,11.0,0.02802598751150072,451.9266177576021,447.45258447976494,1212894,375.782481,-643.057821
710,Rhode Island,55-64,First,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1020.0,47.0,25.0,0.0,107.0,0.06868438278324901,540.3319989040803,534.8632197509077,1346247,375.782481,-643.057821
712,Rhode Island,65-74,First,37.0,66.0,0.0,25.0,0.0,0.0,10.0,16.0,10.0,0.0,79.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,62.0,0.0,0.0,184.0,1493.0,118.0,86.0,0.0,251.0,0.16010716734454034,627.6544657913222,621.6882318032385,955431,375.782481,-643.057821
714,Rhode Island,75-84,First,52.0,88.0,21.0,11.0,0.0,0.0,31.0,31.0,0.0,37.0,83.0,0.0,36.0,0.0,0.0,10.0,0.0,13.0,0.0,57.0,0.0,36.0,277.0,2066.0,225.0,111.0,0.0,404.0,0.4240618435665966,717.4514090379533,709.5394285714285,480375,375.782481,-643.057821
716,Rhode Island,85+,First,78.0,161.0,38.0,20.0,18.0,12.0,31.0,28.0,53.0,85.0,153.0,0.0,55.0,0.0,0.0,17.0,0.0,36.0,0.0,97.0,0.0,128.0,500.0,3423.0,313.0,160.0,0.0,665.0,0.7524368762969971,765.0,765.0,247608,375.782481,-643.057821
720,South Carolina,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,0.0,0.0,0.0,0.0,0.007085412349551916,104.44723253143104,109.84849892002397,14012811,306.22658399999995,-729.0991980000001
722,South Carolina,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0,0.0,0.0,0.0,10.0,0.01556275589391589,268.27639534744293,264.85515975817157,6027579,306.22658399999995,-729.0991980000001
724,South Carolina,35-44,First,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,64.0,1512.0,34.0,0.0,0.0,92.0,0.023470423137769106,358.37458435390573,354.82252605775295,5536548,306.22658399999995,-729.0991980000001
726,South Carolina,45-54,First,0.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,127.0,2792.0,190.0,31.0,10.0,297.0,0.045208804984576995,451.31840349460595,446.1380081154559,5753466,306.22658399999995,-729.0991980000001
728,South Carolina,55-64,First,78.0,251.0,0.0,29.0,0.0,10.0,20.0,60.0,10.0,58.0,182.0,0.0,13.0,0.0,16.0,0.0,10.0,53.0,0.0,224.0,64.0,0.0,439.0,6325.0,538.0,193.0,14.0,811.0,0.09866613233461974,539.882189770722,535.11470480243,6201423,306.22658399999995,-729.0991980000001
730,South Carolina,65-74,First,141.0,484.0,0.0,60.0,75.0,45.0,86.0,194.0,51.0,138.0,339.0,0.0,57.0,16.0,25.0,47.0,32.0,154.0,0.0,430.0,177.0,24.0,840.0,9601.0,865.0,376.0,0.0,1352.0,0.1844105701893568,628.0633080161222,622.6512460567824,5135400,306.22658399999995,-729.0991980000001
732,South Carolina,75-84,First,82.0,549.0,19.0,81.0,116.0,78.0,106.0,167.0,89.0,169.0,399.0,20.0,117.0,24.0,0.0,63.0,46.0,138.0,20.0,544.0,143.0,161.0,1045.0,10946.0,1038.0,440.0,16.0,1668.0,0.47902500517666335,715.7065232852378,707.8605229570966,2475117,306.22658399999995,-729.0991980000001
734,South Carolina,85+,First,10.0,455.0,69.0,53.0,94.0,34.0,40.0,71.0,84.0,167.0,351.0,25.0,76.0,14.0,0.0,21.0,27.0,65.0,0.0,390.0,71.0,248.0,926.0,10893.0,938.0,370.0,0.0,1514.0,0.835088275372982,765.0,765.0,822690,306.22658399999995,-729.0991980000001
738,South Dakota,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.006358342572930269,97.24748422917237,106.47455019574195,2685168,396.1295729999999,-891.0211949999999
740,South Dakota,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.013189323514234276,267.71448552033155,265.3608035069805,1022418,396.1295729999999,-891.0211949999999
742,South Dakota,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.01650329490657896,359.5537251633997,353.6569945427925,946638,396.1295729999999,-891.0211949999999
744,South Dakota,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,10.0,0.035817133728414774,451.1670591335744,446.389660852304,852372,396.1295729999999,-891.0211949999999
746,South Dakota,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,54.0,0.0,0.0,73.0,0.07238334054127336,540.0516988399594,535.6576212323695,1057329,396.1295729999999,-891.0211949999999
748,South Dakota,65-74,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,1226.0,70.0,0.0,0.0,143.0,0.1550742108374834,626.0550583842843,620.429026183644,802944,396.1295729999999,-891.0211949999999
750,South Dakota,75-84,First,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,53.0,1505.0,143.0,22.0,0.0,190.0,0.414652719721198,718.4397443305247,710.2298056155508,375030,396.1295729999999,-891.0211949999999
752,South Dakota,85+,First,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,108.0,2185.0,167.0,15.0,0.0,249.0,0.7312098070979118,765.0,765.0,188865,396.1295729999999,-891.0211949999999
756,Tennessee,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.006790074173477479,99.59837919175597,109.60562113812684,19037070,322.27281,-777.2322240000001
758,Tennessee,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.0,0.0,0.0,0.0,33.0,0.01616928612347692,268.63920506902326,264.46851818807517,8473464,322.27281,-777.2322240000001
760,Tennessee,35-44,First,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2465.0,107.0,20.0,11.0,169.0,0.024557613604702058,358.56318654274764,354.918367782333,7593399,322.27281,-777.2322240000001
762,Tennessee,45-54,First,10.0,43.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,0.0,130.0,4346.0,300.0,59.0,0.0,401.0,0.05126315150409938,451.59983716948994,445.8534377445702,7831341,322.27281,-777.2322240000001
764,Tennessee,55-64,First,55.0,158.0,0.0,10.0,0.0,11.0,13.0,49.0,0.0,59.0,211.0,0.0,25.0,0.0,0.0,27.0,0.0,48.0,0.0,155.0,56.0,0.0,415.0,9441.0,844.0,232.0,40.0,1061.0,0.10891589736565949,539.331044719515,534.6823623571706,8051382,322.27281,-777.2322240000001
766,Tennessee,65-74,First,56.0,263.0,0.0,36.0,10.0,12.0,48.0,78.0,0.0,78.0,292.0,0.0,49.0,0.0,10.0,36.0,24.0,44.0,0.0,284.0,77.0,10.0,652.0,13384.0,1282.0,311.0,52.0,1671.0,0.20865805316716435,627.4388600202071,622.2005309687759,6132564,322.27281,-777.2322240000001
768,Tennessee,75-84,First,49.0,274.0,14.0,27.0,36.0,24.0,61.0,99.0,45.0,112.0,336.0,0.0,68.0,14.0,0.0,25.0,14.0,57.0,0.0,294.0,65.0,92.0,755.0,14977.0,1514.0,367.0,38.0,1942.0,0.5233568441122771,716.145640918981,708.6663296377724,3062052,322.27281,-777.2322240000001
770,Tennessee,85+,First,0.0,209.0,29.0,11.0,35.0,10.0,25.0,38.0,45.0,94.0,236.0,0.0,67.0,11.0,0.0,0.0,0.0,29.0,0.0,157.0,25.0,107.0,584.0,14466.0,1183.0,252.0,13.0,1545.0,0.8902086764574051,765.0,765.0,1095921,322.27281,-777.2322240000001
774,Texas,0-24,First,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,33.0,4854.0,22.0,0.0,0.0,74.0,0.005261683138087392,95.29623880901573,107.79531368483468,91496151,278.147196,-876.2903459999999
776,Texas,25-34,First,23.0,78.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,81.0,0.0,0.0,0.0,53.0,0.0,0.0,12.0,0.0,52.0,13.0,0.0,213.0,4361.0,210.0,82.0,0.0,354.0,0.00956458012224175,268.08717498145137,265.29002679419466,38120571,278.147196,-876.2903459999999
778,Texas,35-44,First,57.0,199.0,0.0,31.0,0.0,0.0,0.0,119.0,0.0,63.0,265.0,0.0,14.0,0.0,156.0,0.0,12.0,68.0,0.0,166.0,68.0,0.0,585.0,6519.0,545.0,265.0,10.0,897.0,0.0155002492130734,357.929799465196,354.39061341681446,35292267,278.147196,-876.2903459999999
780,Texas,45-54,First,206.0,564.0,0.0,117.0,38.0,59.0,16.0,364.0,39.0,268.0,727.0,0.0,84.0,14.0,240.0,82.0,42.0,218.0,0.0,524.0,278.0,0.0,1516.0,12365.0,1334.0,738.0,54.0,2174.0,0.034446705551818016,451.6273059173411,444.63359835397154,31940154,278.147196,-876.2903459999999
782,Texas,55-64,First,370.0,1185.0,0.0,193.0,116.0,110.0,132.0,797.0,129.0,677.0,1514.0,22.0,252.0,80.0,334.0,196.0,129.0,484.0,13.0,1075.0,511.0,0.0,3012.0,26583.0,3144.0,1560.0,96.0,4694.0,0.08405481423251332,539.5035831217123,534.0634741590217,29473884,278.147196,-876.2903459999999
784,Texas,65-74,First,445.0,1741.0,30.0,321.0,278.0,187.0,294.0,1102.0,250.0,969.0,2255.0,60.0,495.0,169.0,250.0,226.0,215.0,731.0,35.0,1618.0,737.0,133.0,4371.0,38234.0,4825.0,2386.0,98.0,6921.0,0.1771497440524399,627.4782204486246,621.5695425624981,20205252,278.147196,-876.2903459999999
786,Texas,75-84,First,329.0,1732.0,190.0,266.0,379.0,216.0,376.0,909.0,347.0,1005.0,2132.0,47.0,564.0,161.0,86.0,254.0,161.0,595.0,33.0,1554.0,607.0,440.0,4394.0,43471.0,5079.0,2306.0,89.0,7267.0,0.4649986697360873,716.7320776450916,708.9597767089647,9726678,278.147196,-876.2903459999999
788,Texas,85+,First,127.0,1420.0,401.0,158.0,407.0,186.0,319.0,490.0,399.0,840.0,1606.0,50.0,447.0,102.0,10.0,176.0,125.0,367.0,39.0,1115.0,345.0,706.0,3684.0,45623.0,4386.0,1735.0,70.0,6407.0,0.7977296635508537,765.0,765.0,3676131,278.147196,-876.2903459999999
792,United States,0-24,First,75.0,229.0,0.0,63.0,12.0,8.0,32.0,56.0,7.0,22.0,157.0,37.0,6.0,28.0,110.0,51.0,25.0,25.0,9.0,134.0,47.0,0.0,491.0,48759.0,997.0,155.0,235.0,1564.0,0.005365385982440785,100.0088460415324,109.98036288308317,925389459,337.65780600000005,-829.557864
794,United States,25-34,First,304.0,664.0,0.0,251.0,32.0,32.0,81.0,228.0,48.0,139.0,749.0,100.0,33.0,39.0,389.0,130.0,73.0,148.0,31.0,528.0,193.0,0.0,1692.0,54911.0,2029.0,745.0,229.0,3191.0,0.011622498859651387,267.9732237771768,265.08529993277597,409340475,337.65780600000005,-829.557864
796,United States,35-44,First,790.0,1451.0,0.0,612.0,89.0,101.0,177.0,794.0,108.0,613.0,1882.0,118.0,138.0,119.0,854.0,270.0,178.0,387.0,83.0,1361.0,486.0,2.0,4313.0,77393.0,4408.0,1881.0,349.0,7158.0,0.017605799844022843,357.7885648897888,354.47720087254265,372871638,337.65780600000005,-829.557864
798,United States,45-54,First,2235.0,3917.0,2.0,1680.0,309.0,377.0,503.0,2391.0,378.0,2001.0,5253.0,198.0,573.0,324.0,1411.0,651.0,413.0,1185.0,209.0,4044.0,1473.0,28.0,11252.0,141120.0,11262.0,5277.0,753.0,17883.0,0.03549154037609697,452.18014206538055,445.9736016106577,367349571,337.65780600000005,-829.557864
800,United States,55-64,First,4860.0,9546.0,62.0,3768.0,994.0,1163.0,1886.0,5724.0,1200.0,5559.0,12617.0,405.0,2133.0,1168.0,2021.0,1479.0,1022.0,2807.0,481.0,9706.0,3441.0,353.0,26814.0,322572.0,29814.0,13100.0,1573.0,44883.0,0.08014761814847587,539.9110920765189,534.657301282917,381997908,337.65780600000005,-829.557864
802,United States,65-74,First,7139.0,16686.0,511.0,5908.0,2405.0,2319.0,4297.0,9305.0,2459.0,10013.0,20552.0,595.0,4710.0,2286.0,1935.0,2501.0,1689.0,4762.0,874.0,16774.0,5489.0,2201.0,45240.0,485827.0,50307.0,22040.0,1792.0,75058.0,0.1653906815685332,627.7185359907592,621.9726892870929,283350897,337.65780600000005,-829.557864
804,United States,75-84,First,6470.0,18982.0,2244.0,6377.0,3934.0,2947.0,5577.0,9081.0,3917.0,12373.0,23751.0,763.0,6915.0,2599.0,999.0,2824.0,2069.0,4748.0,1120.0,19630.0,4953.0,7010.0,55189.0,588245.0,61486.0,25815.0,1797.0,92447.0,0.42654753550887103,716.8770776840944,709.2543517568581,143728848,337.65780600000005,-829.557864
806,United States,85+,First,4950.0,20315.0,4792.0,6825.0,5362.0,3186.0,5095.0,6698.0,5901.0,14364.0,23961.0,1025.0,8285.0,2162.0,272.0,3304.0,2254.0,4139.0,1457.0,19111.0,3602.0,13844.0,63734.0,727111.0,66072.0,25539.0,1732.0,105817.0,0.7347283959388733,765.0,765.0,59444622,337.65780600000005,-829.557864
810,Utah,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.004920628114632564,94.8935099032336,109.06106439022277,11630772,363.61223100000007,-1007.3433150000002
812,Utah,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.010257827845634893,267.95474059555244,263.7971375220105,4226967,363.61223100000007,-1007.3433150000002
814,Utah,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,10.0,0.01586158362915739,358.2450453806921,354.34056654775935,3978729,363.61223100000007,-1007.3433150000002
816,Utah,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.0,11.0,0.0,0.0,68.0,0.029373801313340664,448.86214585187923,443.5206484865296,2952783,363.61223100000007,-1007.3433150000002
818,Utah,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1821.0,109.0,10.0,0.0,172.0,0.0631122947204858,540.2616775850572,534.808095437615,2727981,363.61223100000007,-1007.3433150000002
820,Utah,65-74,First,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,2888.0,210.0,26.0,0.0,279.0,0.14350057113915682,627.517817830119,621.2621271632054,1975194,363.61223100000007,-1007.3433150000002
822,Utah,75-84,First,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,120.0,3880.0,252.0,32.0,0.0,351.0,0.4344968989491462,717.9539304359092,708.9156743823727,970488,363.61223100000007,-1007.3433150000002
824,Utah,85+,First,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,122.0,4694.0,239.0,0.0,0.0,343.0,0.8021199703216553,765.0,765.0,347166,363.61223100000007,-1007.3433150000002
828,Vermont,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474094635761503,96.10626611046692,118.96435444220734,1618182,396.853866,-655.347753
830,Vermont,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.015305759827606381,268.66890086096635,264.958287862253,668007,396.853866,-655.347753
832,Vermont,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.018888375093229118,355.9375002887875,354.5811272957568,639495,396.853866,-655.347753
834,Vermont,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.03056326189544052,454.347575919902,447.23157759671517,701415,396.853866,-655.347753
836,Vermont,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.06395539012737572,538.8368283073756,535.6524583975589,858303,396.853866,-655.347753
838,Vermont,65-74,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,0.0,14.0,0.14020878067240117,628.3369659376277,621.7660160093609,676854,396.853866,-655.347753
840,Vermont,75-84,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1112.0,30.0,0.0,0.0,55.0,0.4237584438174964,716.8400157978955,708.3169849700532,318564,396.853866,-655.347753
842,Vermont,85+,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1571.0,74.0,0.0,0.0,93.0,0.7642876133322716,765.0,765.0,129933,396.853866,-655.347753
846,Virginia,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,0.0,0.0,0.005062296790711116,97.24622902296451,109.8408010123051,23641884,340.292817,-700.3004399999999
848,Virginia,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,0.0,0.0,0.010197921126382424,268.5273456292283,265.4277089169226,10300482,340.292817,-700.3004399999999
850,Virginia,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1789.0,41.0,0.0,0.0,71.0,0.015459167829249054,357.6669284535091,354.52260969101405,9757431,340.292817,-700.3004399999999
852,Virginia,45-54,First,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,151.0,3333.0,161.0,56.0,0.0,257.0,0.03304750607348979,453.4924535150473,446.16015857883474,9827541,340.292817,-700.3004399999999
854,Virginia,55-64,First,50.0,133.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,177.0,0.0,10.0,0.0,0.0,0.0,0.0,21.0,0.0,95.0,37.0,0.0,390.0,7676.0,480.0,182.0,21.0,715.0,0.07628465462476014,539.5749328533116,534.1124956906457,10024704,340.292817,-700.3004399999999
856,Virginia,65-74,First,91.0,266.0,0.0,11.0,0.0,10.0,50.0,68.0,11.0,63.0,274.0,0.0,46.0,0.0,0.0,0.0,0.0,75.0,0.0,190.0,87.0,10.0,694.0,11356.0,785.0,296.0,20.0,1203.0,0.1646732627414167,628.346767636746,622.1920338131674,7220619,340.292817,-700.3004399999999
858,Virginia,75-84,First,45.0,292.0,12.0,10.0,23.0,14.0,44.0,79.0,45.0,65.0,311.0,0.0,72.0,11.0,0.0,23.0,12.0,61.0,0.0,259.0,80.0,120.0,919.0,14407.0,982.0,328.0,0.0,1596.0,0.44563748594373465,716.518884764691,708.6917315296048,3619170,340.292817,-700.3004399999999
860,Virginia,85+,First,12.0,355.0,37.0,10.0,62.0,41.0,51.0,36.0,116.0,144.0,286.0,0.0,82.0,10.0,0.0,23.0,19.0,86.0,0.0,253.0,59.0,256.0,1152.0,16928.0,1058.0,300.0,20.0,1935.0,0.7761242687702179,765.0,765.0,1390365,340.292817,-700.3004399999999
864,Washington,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.004695177234825677,102.39704753487835,108.05637134684419,20734470,425.9767500000001,-1094.579946
866,Washington,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.0,0.0,0.0,0.0,10.0,0.00852582275401801,267.76557856418634,265.5970998224914,10343160,425.9767500000001,-1094.579946
868,Washington,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,0.0,0.0,0.0,48.0,0.013505852571688591,357.62466892218623,353.7435697798061,9166599,425.9767500000001,-1094.579946
870,Washington,45-54,First,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,64.0,2524.0,158.0,21.0,0.0,205.0,0.028929450013674793,452.4993648613092,445.51909958554387,8297379,425.9767500000001,-1094.579946
872,Washington,55-64,First,40.0,101.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,15.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,208.0,5791.0,428.0,122.0,26.0,546.0,0.06880131536163389,540.4911815946243,535.0617271726715,8635176,425.9767500000001,-1094.579946
