,State,Age Group,Peak,Adult respiratory distress syndrome,All other conditions and causes (residual),Alzheimer disease,Cardiac arrest,Cardiac arrhythmia,Cerebrovascular diseases,Chronic lower respiratory diseases,Diabetes,Heart failure,Hypertensive diseases,Influenza and pneumonia,"Intentional and unintentional injury, poisoning, and other adverse events",Ischemic heart disease,Malignant neoplasms,Obesity,Other diseases of the circulatory system,Other diseases of the respiratory system,Renal failure,Respiratory arrest,Respiratory failure,Sepsis,Vascular and unspecified dementia,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Tables Death Rate,Average Age of Death,Average Age,Population,LATITUDE,LONGITUDE
334,Louisiana,65-74,First,327.0,412.0,0.0,57.0,30.0,62.0,83.0,204.0,70.0,295.0,573.0,0.0,120.0,31.0,35.0,15.0,35.0,83.0,0.0,437.0,118.0,27.0,1207.0,9203.0,1029.0,612.0,0.0,1641.0,0.21220964826643463,626.8893591019771,621.539226364528,3982806,276.50532599999997,-823.579497
336,Louisiana,75-84,First,341.0,470.0,15.0,66.0,91.0,79.0,110.0,234.0,108.0,397.0,662.0,0.0,190.0,29.0,14.0,61.0,87.0,83.0,0.0,592.0,151.0,102.0,1522.0,10101.0,1166.0,727.0,0.0,1980.0,0.5138564731925725,716.2138804210513,709.1815451575792,1947879,276.50532599999997,-823.579497
338,Louisiana,85+,First,280.0,374.0,104.0,26.0,57.0,37.0,74.0,115.0,93.0,301.0,593.0,0.0,122.0,25.0,0.0,42.0,35.0,34.0,0.0,442.0,61.0,156.0,1308.0,10247.0,1061.0,623.0,0.0,1762.0,0.8547976836562157,765.0,765.0,738513,276.50532599999997,-823.579497
342,Maine,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.004861347771075089,103.78910906565253,112.25876155574744,3200031,398.6995500000001,-627.6283380000001
344,Maine,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.012491520331241193,266.04800375787283,265.73578218041496,1460034,398.6995500000001,-627.6283380000001
346,Maine,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.019137942907400427,356.4829650833368,354.9054438277911,1383273,398.6995500000001,-627.6283380000001
348,Maine,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.035290433373302225,454.44621450216175,447.26502586666214,1570941,398.6995500000001,-627.6283380000001
350,Maine,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.0,21.0,0.0,0.0,55.0,0.07400412233546377,540.4755001718703,535.4534363197179,1903941,398.6995500000001,-627.6283380000001
352,Maine,65-74,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2231.0,141.0,0.0,0.0,178.0,0.1598532141186297,627.9932256988859,621.8222901720497,1521711,398.6995500000001,-627.6283380000001
354,Maine,75-84,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2866.0,214.0,0.0,0.0,258.0,0.4608511431142688,717.4961060605725,708.9813196416867,741474,398.6995500000001,-627.6283380000001
356,Maine,85+,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3735.0,272.0,0.0,0.0,337.0,0.8236294761300087,765.0,765.0,304200,398.6995500000001,-627.6283380000001
360,Maryland,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.005533346074662404,98.49874699691874,108.48188479472704,16685955,352.26692099999997,-691.1798670000002
362,Maryland,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1166.0,22.0,0.0,0.0,48.0,0.014306221541482957,267.68196240505563,265.8576665363886,7345827,352.26692099999997,-691.1798670000002
364,Maryland,35-44,First,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,74.0,1525.0,51.0,11.0,0.0,127.0,0.018847320426721128,356.65475747411733,354.3257020211053,6944022,352.26692099999997,-691.1798670000002
366,Maryland,45-54,First,24.0,80.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,35.0,64.0,0.0,0.0,0.0,23.0,0.0,0.0,26.0,0.0,54.0,0.0,0.0,212.0,2504.0,184.0,64.0,0.0,335.0,0.035800186358392244,452.72881692941183,446.83179008640235,7121673,352.26692099999997,-691.1798670000002
368,Maryland,55-64,First,82.0,251.0,0.0,16.0,24.0,24.0,41.0,121.0,29.0,133.0,181.0,0.0,28.0,0.0,15.0,54.0,0.0,90.0,0.0,132.0,70.0,0.0,540.0,5902.0,497.0,202.0,0.0,855.0,0.0763189764227718,539.3380891893146,533.9132904739787,7363620,352.26692099999997,-691.1798670000002
370,Maryland,65-74,First,118.0,404.0,0.0,32.0,53.0,72.0,73.0,185.0,50.0,214.0,315.0,0.0,96.0,43.0,25.0,52.0,12.0,129.0,0.0,222.0,103.0,66.0,863.0,8403.0,851.0,353.0,0.0,1379.0,0.16103497864678504,627.7896536390388,621.8148498349306,5054238,352.26692099999997,-691.1798670000002
372,Maryland,75-84,First,80.0,514.0,16.0,0.0,112.0,106.0,121.0,205.0,71.0,309.0,415.0,0.0,139.0,52.0,0.0,91.0,14.0,154.0,0.0,289.0,83.0,255.0,1182.0,10223.0,1141.0,456.0,15.0,1895.0,0.4457816362380982,717.19373597551,708.9104377902529,2505789,352.26692099999997,-691.1798670000002
374,Maryland,85+,First,52.0,546.0,43.0,21.0,126.0,83.0,88.0,148.0,101.0,356.0,406.0,14.0,176.0,52.0,0.0,114.0,22.0,89.0,0.0,202.0,76.0,539.0,1372.0,13249.0,1307.0,426.0,23.0,2286.0,0.7806331291794777,765.0,765.0,1074537,352.26692099999997,-691.1798670000002
378,Massachusetts,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.0,0.0,0.0,0.003583757673186482,102.18735731057146,115.70263244468987,18383976,380.45061899999996,-642.27033
380,Massachusetts,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,0.0,0.0,0.0,10.0,0.011773183214245364,268.69805823232537,265.11058346418133,8930214,380.45061899999996,-642.27033
382,Massachusetts,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,36.0,1352.0,12.0,0.0,0.0,45.0,0.015615503734443335,357.20816184847024,354.21511608686205,7622568,380.45061899999996,-642.27033
384,Massachusetts,45-54,First,25.0,72.0,0.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,61.0,0.0,0.0,154.0,2331.0,82.0,46.0,0.0,223.0,0.02759808003902435,452.80152510195364,446.9938235323752,8039061,380.45061899999996,-642.27033
386,Massachusetts,55-64,First,97.0,236.0,0.0,77.0,11.0,28.0,39.0,47.0,14.0,40.0,224.0,11.0,21.0,25.0,15.0,27.0,0.0,66.0,10.0,201.0,72.0,13.0,559.0,5649.0,499.0,242.0,13.0,836.0,0.06271367403678596,539.7855491640762,534.3110031511492,8488332,380.45061899999996,-642.27033
388,Massachusetts,65-74,First,166.0,513.0,0.0,166.0,53.0,57.0,93.0,127.0,65.0,104.0,444.0,10.0,70.0,61.0,12.0,59.0,25.0,143.0,29.0,491.0,107.0,115.0,1244.0,9058.0,1042.0,489.0,14.0,1819.0,0.143475747294724,628.9174232812505,621.8701450308553,6059745,380.45061899999996,-642.27033
390,Massachusetts,75-84,First,183.0,826.0,68.0,223.0,89.0,73.0,183.0,181.0,165.0,191.0,765.0,24.0,148.0,77.0,0.0,86.0,84.0,190.0,68.0,862.0,168.0,400.0,2227.0,12618.0,1690.0,842.0,48.0,3122.0,0.41929889749735594,717.7622942419231,709.4336709221883,3028536,380.45061899999996,-642.27033
392,Massachusetts,85+,First,171.0,1217.0,174.0,341.0,244.0,112.0,198.0,248.0,352.0,377.0,1131.0,46.0,271.0,77.0,0.0,134.0,149.0,247.0,94.0,1226.0,148.0,1112.0,3862.0,19717.0,2418.0,1212.0,53.0,5126.0,0.7409140393137932,765.0,765.0,1435707,380.45061899999996,-642.27033
396,Michigan,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,0.0,0.0,0.0,0.0,0.005752521635731681,99.461847018267,112.37259291344395,27801036,385.85868300000004,-757.830906
398,Michigan,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1650.0,30.0,10.0,0.0,71.0,0.01384324701502919,267.9759203132753,264.0283788425866,11789910,385.85868300000004,-757.830906
400,Michigan,35-44,First,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,88.0,2291.0,95.0,24.0,0.0,152.0,0.020668611803557724,358.0415848198234,354.8666804006902,10484910,385.85868300000004,-757.830906
402,Michigan,45-54,First,29.0,111.0,0.0,12.0,0.0,0.0,0.0,61.0,0.0,42.0,150.0,0.0,0.0,0.0,24.0,0.0,0.0,23.0,0.0,89.0,47.0,0.0,338.0,4642.0,353.0,154.0,0.0,550.0,0.03901458692271262,452.2413977243925,446.6244708043456,11288358,385.85868300000004,-757.830906
404,Michigan,55-64,First,74.0,253.0,0.0,62.0,12.0,31.0,56.0,99.0,38.0,104.0,365.0,0.0,42.0,25.0,32.0,28.0,0.0,88.0,0.0,269.0,129.0,0.0,769.0,10802.0,937.0,396.0,50.0,1364.0,0.08338425988331438,540.5669758247923,535.1300613575838,12595509,385.85868300000004,-757.830906
406,Michigan,65-74,First,118.0,514.0,0.0,85.0,51.0,63.0,87.0,199.0,50.0,208.0,730.0,0.0,104.0,58.0,22.0,51.0,26.0,145.0,0.0,581.0,189.0,50.0,1525.0,16846.0,1733.0,778.0,51.0,2547.0,0.17721907580271365,627.3521572442654,621.457780604869,9338220,385.85868300000004,-757.830906
408,Michigan,75-84,First,99.0,541.0,36.0,70.0,70.0,64.0,126.0,162.0,89.0,228.0,789.0,0.0,165.0,47.0,0.0,53.0,25.0,140.0,0.0,597.0,172.0,142.0,1691.0,19956.0,1997.0,848.0,50.0,2894.0,0.4648698197677732,716.8026991465063,708.9914044512664,4632165,385.85868300000004,-757.830906
410,Michigan,85+,First,23.0,533.0,105.0,74.0,85.0,79.0,107.0,112.0,157.0,312.0,767.0,15.0,177.0,39.0,0.0,50.0,10.0,111.0,0.0,541.0,140.0,353.0,1870.0,25301.0,2074.0,811.0,35.0,3181.0,0.8022343665361404,765.0,765.0,1918224,385.85868300000004,-757.830906
414,Minnesota,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.004490125276206527,91.21935431930568,108.22070157107015,16210161,406.831995,-842.1471270000001
416,Minnesota,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.008474250318249686,267.7834709229375,265.8201504675363,6855831,406.831995,-842.1471270000001
418,Minnesota,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,0.0,0.0,0.0,20.0,0.011749661865178493,357.33259108178504,353.64771403972554,6522948,406.831995,-842.1471270000001
420,Minnesota,45-54,First,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1704.0,100.0,0.0,0.0,158.0,0.02691203540889546,453.42079773587125,446.58738823333647,6057486,406.831995,-842.1471270000001
422,Minnesota,55-64,First,24.0,105.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,11.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,172.0,4101.0,258.0,64.0,11.0,390.0,0.061094113066792494,540.1519060986828,534.6090404786897,6807582,406.831995,-842.1471270000001
424,Minnesota,65-74,First,54.0,184.0,0.0,0.0,0.0,0.0,30.0,73.0,0.0,79.0,102.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,117.0,0.0,47.0,342.0,6491.0,475.0,118.0,12.0,727.0,0.14054857548326255,627.1789164296441,621.0631285789337,4779531,406.831995,-842.1471270000001
426,Minnesota,75-84,First,39.0,318.0,53.0,0.0,56.0,17.0,56.0,124.0,68.0,171.0,131.0,0.0,67.0,13.0,0.0,16.0,20.0,13.0,0.0,148.0,14.0,162.0,560.0,8841.0,708.0,148.0,23.0,1143.0,0.40516006853431463,718.4582627658558,709.8008008608505,2400417,406.831995,-842.1471270000001
428,Minnesota,85+,First,41.0,434.0,145.0,0.0,122.0,55.0,91.0,92.0,144.0,254.0,183.0,16.0,96.0,19.0,0.0,60.0,12.0,47.0,0.0,176.0,0.0,318.0,920.0,13110.0,968.0,201.0,24.0,1713.0,0.7398597300052643,765.0,765.0,1103490,406.831995,-842.1471270000001
432,Mississippi,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0,0.0,0.0,0.0,0.007979509966098705,95.2362202960468,109.89927726231633,8794062,293.31858600000004,-806.215626
434,Mississippi,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,664.0,0.0,0.0,0.0,24.0,0.01650143066653982,268.26779103286236,264.3935870875978,3492828,293.31858600000004,-806.215626
436,Mississippi,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1094.0,42.0,13.0,0.0,101.0,0.02702736945357173,357.9961789017513,354.84831978939195,3268251,293.31858600000004,-806.215626
438,Mississippi,45-54,First,10.0,47.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,27.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,10.0,0.0,194.0,1951.0,187.0,89.0,0.0,292.0,0.0555517568718642,451.685103889077,445.85490122253725,3250944,293.31858600000004,-806.215626
440,Mississippi,55-64,First,67.0,179.0,0.0,33.0,0.0,0.0,23.0,83.0,10.0,116.0,239.0,0.0,11.0,0.0,22.0,0.0,0.0,34.0,0.0,211.0,22.0,0.0,452.0,4418.0,548.0,259.0,0.0,757.0,0.12071925066411493,540.0453884563448,534.9278473959075,3472515,293.31858600000004,-806.215626
442,Mississippi,65-74,First,124.0,251.0,0.0,79.0,13.0,26.0,52.0,145.0,29.0,199.0,358.0,0.0,37.0,21.0,0.0,38.0,0.0,89.0,0.0,394.0,59.0,0.0,745.0,6311.0,854.0,398.0,0.0,1210.0,0.22940849717706446,626.7562350389667,621.918765897804,2600595,293.31858600000004,-806.215626
444,Mississippi,75-84,First,101.0,258.0,22.0,68.0,41.0,37.0,61.0,138.0,85.0,215.0,374.0,0.0,73.0,13.0,0.0,10.0,11.0,57.0,10.0,403.0,37.0,84.0,786.0,6770.0,859.0,409.0,0.0,1255.0,0.5347747061401606,716.4488873452144,709.3404702970298,1308960,293.31858600000004,-806.215626
446,Mississippi,85+,First,100.0,240.0,59.0,60.0,17.0,0.0,49.0,73.0,86.0,221.0,292.0,0.0,59.0,0.0,0.0,42.0,0.0,38.0,0.0,307.0,26.0,115.0,725.0,6591.0,752.0,320.0,0.0,1163.0,0.8812541887164116,765.0,765.0,470682,293.31858600000004,-806.215626
450,Missouri,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.0,0.0,0.0,0.0,0.0,0.0068830599111970505,110.47683974510406,109.72647332001317,17306118,345.81418199999996,-829.7862209999998
452,Missouri,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,0.0,0.0,0.0,0.0,0.01572586353868246,266.642406714987,264.9441024089921,7379352,345.81418199999996,-829.7862209999998
454,Missouri,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,24.0,0.022724927449598906,356.7667552543823,354.1995029308698,6757209,345.81418199999996,-829.7862209999998
456,Missouri,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,84.0,2973.0,148.0,0.0,0.0,214.0,0.04348898890893907,452.1417431401943,446.2527174618175,6589881,345.81418199999996,-829.7862209999998
458,Missouri,55-64,First,25.0,88.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,91.0,31.0,0.0,248.0,7206.0,408.0,85.0,25.0,609.0,0.09477221067063513,539.6825307541121,534.8284128665672,7476120,345.81418199999996,-829.7862209999998
460,Missouri,65-74,First,40.0,203.0,0.0,0.0,0.0,0.0,28.0,42.0,0.0,22.0,167.0,0.0,11.0,10.0,0.0,0.0,10.0,80.0,0.0,185.0,75.0,0.0,524.0,10817.0,739.0,197.0,29.0,1108.0,0.1918266325257718,627.3014663410647,621.8405644374882,5491485,345.81418199999996,-829.7862209999998
462,Missouri,75-84,First,14.0,232.0,11.0,11.0,33.0,25.0,18.0,41.0,24.0,46.0,244.0,0.0,30.0,0.0,0.0,0.0,10.0,71.0,0.0,256.0,71.0,56.0,686.0,12848.0,967.0,273.0,44.0,1438.0,0.49272075667977333,716.7879259475421,709.3372924002878,2865069,345.81418199999996,-829.7862209999998
464,Missouri,85+,First,0.0,272.0,83.0,0.0,67.0,44.0,36.0,33.0,74.0,114.0,281.0,0.0,92.0,0.0,0.0,28.0,0.0,59.0,11.0,247.0,30.0,148.0,913.0,14761.0,1074.0,299.0,32.0,1721.0,0.8413254171609879,765.0,765.0,1201779,345.81418199999996,-829.7862209999998
468,Montana,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.006109242141537833,118.11638475934421,110.78203771169753,2924928,421.08357599999994,-1001.6659169999998
470,Montana,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.012690261541865769,264.7250787396089,264.7473428928318,1232073,421.08357599999994,-1001.6659169999998
472,Montana,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.017693860537838193,356.7090988690103,354.00501404396573,1163133,421.08357599999994,-1001.6659169999998
474,Montana,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.03466948899440467,452.61743257019106,446.197953407729,1058931,421.08357599999994,-1001.6659169999998
476,Montana,55-64,First,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1018.0,10.0,0.0,0.0,40.0,0.0747215658891946,541.3034784592257,536.3671789059634,1349955,421.08357599999994,-1001.6659169999998
478,Montana,65-74,First,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,38.0,1688.0,88.0,11.0,0.0,131.0,0.1541854248382151,628.1602149023788,621.3441679838884,1121679,421.08357599999994,-1001.6659169999998
480,Montana,75-84,First,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1950.0,102.0,0.0,0.0,157.0,0.43230195175856356,716.4082108892937,708.6429407474004,530559,421.08357599999994,-1001.6659169999998
482,Montana,85+,First,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,54.0,2460.0,146.0,0.0,0.0,197.0,0.7649572938680649,765.0,765.0,205695,421.08357599999994,-1001.6659169999998
486,Nebraska,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.005049519456806592,85.55602766194147,108.46081870287665,5973156,370.5687000000001,-875.8402019999999
488,Nebraska,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.008600707881851122,269.4713972101066,265.21285166012495,2272329,370.5687000000001,-875.8402019999999
490,Nebraska,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.015188847156241539,359.04496144248776,353.8256368635506,2173464,370.5687000000001,-875.8402019999999
492,Nebraska,45-54,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,629.0,0.0,0.0,0.0,25.0,0.033644570200704035,451.7732151110774,445.7339197846067,1938780,370.5687000000001,-875.8402019999999
494,Nebraska,55-64,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1620.0,100.0,0.0,0.0,168.0,0.07279141349717975,540.3283203287687,535.0212908232342,2180376,370.5687000000001,-875.8402019999999
496,Nebraska,65-74,First,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,110.0,2552.0,189.0,15.0,0.0,269.0,0.16846064748242495,628.006257398108,621.2543933194715,1610172,370.5687000000001,-875.8402019999999
498,Nebraska,75-84,First,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,148.0,3223.0,262.0,48.0,0.0,346.0,0.43248940464109187,717.6733607639018,710.1575056358573,814428,370.5687000000001,-875.8402019999999
500,Nebraska,85+,First,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,26.0,159.0,4584.0,378.0,45.0,0.0,502.0,0.7542243674397469,765.0,765.0,387522,370.5687000000001,-875.8402019999999
504,Nevada,0-24,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.005727189893805189,95.09744329653533,107.09994639404209,8461746,333.3913289999999,-1045.72548
506,Nevada,25-34,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.010701839835382997,268.84960724581606,265.5127593826876,4027977,333.3913289999999,-1045.72548
508,Nevada,35-44,First,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,789.0,12.0,11.0,0.0,46.0,0.018751863227225843,358.21401969949636,354.3784805320466,3674115,333.3913289999999,-1045.72548
510,Nevada,45-54,First,40.0,46.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,128.0,1522.0,193.0,97.0,0.0,237.0,0.03742240900173783,452.06503823432587,445.4530608618392,3545325,333.3913289999999,-1045.72548
512,Nevada,55-64,First,85.0,78.0,0.0,42.0,0.0,0.0,0.0,30.0,0.0,13.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,32.0,0.0,0.0,225.0,3222.0,369.0,170.0,0.0,437.0,0.08686579358763992,540.5992073815147,534.7043760594603,3451050,333.3913289999999,-1045.72548
